PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN12666	GPAL|GPLIN_001150900	GROS|GROS_g06951.t1
PPN06082	GPAL|GPLIN_000959700	GROS|GROS_g01628.t1
PPN01484	GPAL|GPLIN_001024800	GROS|GROS_g03399.t1
PPN06083	GPAL|GPLIN_000144700	GROS|GROS_g02266.t1
PPN01487	GPAL|GPLIN_000880800	GROS|GROS_g03538.t1
PPN06084	GPAL|GPLIN_000693500	GROS|GROS_g02021.t1
PPN01486	GPAL|GPLIN_000881000	GROS|GROS_g03216.t1
PPN06085	GPAL|GPLIN_000838800	GROS|GROS_g08751.t1
PPN06086	GPAL|GPLIN_000482300	GROS|GROS_g06084.t1
PPN11875	GPAL|GPLIN_000489200	GROS|GROS_g12920.t1
PPN11874	GPAL|GPLIN_000488100	GROS|GROS_g08186.t1
PPN11877	GPAL|GPLIN_000491100	GROS|GROS_g00253.t1
PPN11871	GPAL|GPLIN_000487100	GROS|GROS_g08173.t1
PPN11870	GPAL|GPLIN_000486200	GROS|GROS_g12174.t1
PPN11873	GPAL|GPLIN_000487700	GROS|GROS_g08181.t1
PPN11872	GPAL|GPLIN_000487400	GROS|GROS_g08178.t1
PPN11879	GPAL|GPLIN_000494100	GROS|GROS_g07354.t1
PPN11878	GPAL|GPLIN_000493100	GROS|GROS_g07844.t1
PPN03556	GPAL|GPLIN_000494200	GROS|GROS_g07350.t1
PPN03559	GPAL|GPLIN_000214400	GROS|GROS_g07414.t1
PPN12262	GPAL|GPLIN_000792600	GROS|GROS_g13973.t1
PPN06505	GPAL|GPLIN_000497200	GROS|GROS_g09909.t1
PPN06406	GPAL|GPLIN_000927900	GROS|GROS_g05560.t1
PPN06504	GPAL|GPLIN_000265300	GROS|GROS_g02368.t1
PPN11253	GPAL|GPLIN_001114000	GROS|GROS_g04546.t1
PPN11255	GPAL|GPLIN_001261800	GROS|GROS_g11657.t1
PPN12727	GPAL|GPLIN_001197600	GROS|GROS_g05789.t1
PPN06506	GPAL|GPLIN_000511000	GROS|GROS_g01533.t1
PPN01023	GPAL|GPLIN_001019700	GROS|GROS_g11675.t1
PPN01022	GPAL|GPLIN_000276800	GROS|GROS_g12355.t1
PPN01021	GPAL|GPLIN_000515100	GROS|GROS_g09147.t1
PPN03695	GPAL|GPLIN_000400400	GROS|GROS_g04492.t1
PPN03692	GPAL|GPLIN_000734400	GROS|GROS_g01095.t1
PPN03979	GPAL|GPLIN_000506200	GROS|GROS_g01490.t1
PPN00973	GPAL|GPLIN_000621300	GROS|GROS_g01883.t1
PPN03977	GPAL|GPLIN_001353600	GROS|GROS_g02735.t1
PPN03975	GPAL|GPLIN_000992600	GROS|GROS_g05192.t1
PPN03691	GPAL|GPLIN_000551300	GROS|GROS_g05325.t1
PPN03973	GPAL|GPLIN_001027000	GROS|GROS_g00225.t1
PPN03971	GPAL|GPLIN_001307600	GROS|GROS_g05263.t1
PPN03970	GPAL|GPLIN_000656600	GROS|GROS_g01756.t1
PPN12755	GPAL|GPLIN_001222300	GROS|GROS_g07906.t1
PPN12754	GPAL|GPLIN_001221700	GROS|GROS_g05709.t1
PPN12757	GPAL|GPLIN_001223700	GROS|GROS_g06162.t1
PPN00971	GPAL|GPLIN_000176800	GROS|GROS_g01948.t1
PPN12751	GPAL|GPLIN_001218000	GROS|GROS_g10406.t1
PPN12750	GPAL|GPLIN_001217900	GROS|GROS_g13206.t1
PPN12753	GPAL|GPLIN_001219400	GROS|GROS_g14231.t1
PPN12752	GPAL|GPLIN_001218900	GROS|GROS_g07579.t1
PPN06407	GPAL|GPLIN_001083900	GROS|GROS_g11798.t1
PPN12759	GPAL|GPLIN_001225800	GROS|GROS_g01311.t1
PPN12758	GPAL|GPLIN_001224600	GROS|GROS_g07850.t1
PPN00977	GPAL|GPLIN_000989200	GROS|GROS_g01746.t1
PPN06503	GPAL|GPLIN_001573200	GROS|GROS_g05260.t1
PPN08969	GPAL|GPLIN_000148400	GROS|GROS_g06289.t1
PPN08965	GPAL|GPLIN_000143500	GROS|GROS_g11845.t1
PPN06408	GPAL|GPLIN_001434000	GROS|GROS_g12948.t1
PPN08967	GPAL|GPLIN_000147200	GROS|GROS_g04224.t1
PPN05887	GPAL|GPLIN_000104900	GROS|GROS_g01234.t1
PPN08963	GPAL|GPLIN_000130800	GROS|GROS_g05866.t1
PPN06502	GPAL|GPLIN_001475400	GROS|GROS_g12934.t1
PPN06881	GPAL|GPLIN_000687400	GROS|GROS_g12098.t1
PPN08706	GPAL|GPLIN_000190000	GROS|GROS_g00329.t1
PPN12597	GPAL|GPLIN_001075500	GROS|GROS_g01583.t1
PPN12596	GPAL|GPLIN_001073700	GROS|GROS_g09544.t1
PPN02563	GPAL|GPLIN_000257000	GROS|GROS_g04407.t1
PPN12595	GPAL|GPLIN_001073200	GROS|GROS_g09476.t1
PPN12594	GPAL|GPLIN_001073000	GROS|GROS_g01605.t1
PPN06886	GPAL|GPLIN_000037200	GROS|GROS_g06611.t1
PPN12591	GPAL|GPLIN_001069600	GROS|GROS_g02068.t1
PPN12590	GPAL|GPLIN_001069500	GROS|GROS_g14269.t1
PPN02569	GPAL|GPLIN_000455200	GROS|GROS_g00125.t1
PPN02568	GPAL|GPLIN_000452600	GROS|GROS_g00092.t1
PPN01575	GPAL|GPLIN_000941300	GROS|GROS_g07991.t1
PPN01574	GPAL|GPLIN_001284900	GROS|GROS_g01860.t1
PPN03309	GPAL|GPLIN_000282900	GROS|GROS_g00482.t1
PPN03304	GPAL|GPLIN_000553300	GROS|GROS_g07957.t1
PPN04518	GPAL|GPLIN_000019000	GROS|GROS_g12655.t1
PPN04519	GPAL|GPLIN_000106300	GROS|GROS_g05080.t1
PPN04848	GPAL|GPLIN_001146600	GROS|GROS_g11150.t1
PPN04849	GPAL|GPLIN_001350700	GROS|GROS_g00817.t1
PPN04510	GPAL|GPLIN_000601700	GROS|GROS_g03823.t1
PPN04843	GPAL|GPLIN_000890200	GROS|GROS_g02962.t1
PPN04840	GPAL|GPLIN_000817000	GROS|GROS_g02669.t1
PPN04514	GPAL|GPLIN_000754700	GROS|GROS_g07090.t1
PPN04847	GPAL|GPLIN_001222400	GROS|GROS_g07903.t1
PPN04844	GPAL|GPLIN_000441900	GROS|GROS_g09306.t1
PPN04517	GPAL|GPLIN_000782200	GROS|GROS_g07743.t1
PPN12403	GPAL|GPLIN_000912800	GROS|GROS_g03991.t1
PPN11408	GPAL|GPLIN_000084700	GROS|GROS_g03616.t1
PPN11409	GPAL|GPLIN_000085900	GROS|GROS_g03624.t1
PPN11404	GPAL|GPLIN_000075200	GROS|GROS_g09069.t1
PPN11406	GPAL|GPLIN_000079000	GROS|GROS_g03567.t1
PPN11407	GPAL|GPLIN_000083000	GROS|GROS_g11065.t1
PPN11400	GPAL|GPLIN_000070600	GROS|GROS_g02249.t1
PPN11401	GPAL|GPLIN_000072800	GROS|GROS_g06833.t1
PPN11402	GPAL|GPLIN_000072900	GROS|GROS_g11444.t1
PPN11403	GPAL|GPLIN_000074900	GROS|GROS_g09066.t1
PPN12307	GPAL|GPLIN_000832400	GROS|GROS_g08305.t1
PPN09029	GPAL|GPLIN_000551600	GROS|GROS_g07942.t1
PPN09027	GPAL|GPLIN_000510600	GROS|GROS_g07139.t1
PPN09026	GPAL|GPLIN_000505000	GROS|GROS_g01513.t1
PPN09025	GPAL|GPLIN_000503100	GROS|GROS_g02042.t1
PPN09024	GPAL|GPLIN_000498900	GROS|GROS_g05460.t1
PPN09023	GPAL|GPLIN_000498200	GROS|GROS_g05468.t1
PPN09022	GPAL|GPLIN_000496600	GROS|GROS_g06778.t1
PPN09021	GPAL|GPLIN_000492900	GROS|GROS_g07845.t1
PPN09020	GPAL|GPLIN_000492400	GROS|GROS_g00265.t1
PPN08775	GPAL|GPLIN_001237200	GROS|GROS_g12662.t1
PPN08776	GPAL|GPLIN_000474600	GROS|GROS_g13568.t1
PPN01579	GPAL|GPLIN_000603000	GROS|GROS_g04319.t1
PPN00542	GPAL|GPLIN_000088100	GROS|GROS_g09135.t1
PPN06916	GPAL|GPLIN_000078600	GROS|GROS_g03562.t1
PPN06917	GPAL|GPLIN_000095100	GROS|GROS_g12625.t1
PPN06912	GPAL|GPLIN_000050200	GROS|GROS_g11173.t1
PPN06910	GPAL|GPLIN_000034000	GROS|GROS_g10140.t1
PPN06911	GPAL|GPLIN_000035700	GROS|GROS_g06144.t1
PPN02210	GPAL|GPLIN_000927500	GROS|GROS_g05564.t1
PPN02212	GPAL|GPLIN_000643500	GROS|GROS_g11247.t1
PPN02215	GPAL|GPLIN_000127600	GROS|GROS_g05222.t1
PPN02214	GPAL|GPLIN_000127500	GROS|GROS_g05225.t1
PPN02217	GPAL|GPLIN_000446300	GROS|GROS_g07472.t1
PPN02216	GPAL|GPLIN_000739000	GROS|GROS_g08294.t1
PPN02219	GPAL|GPLIN_001103000	GROS|GROS_g12610.t1
PPN11307	GPAL|GPLIN_000453800	GROS|GROS_g00107.t1
PPN12441	GPAL|GPLIN_000946500	GROS|GROS_g02721.t1
PPN12440	GPAL|GPLIN_000945100	GROS|GROS_g09993.t1
PPN12443	GPAL|GPLIN_000948200	GROS|GROS_g13714.t1
PPN12442	GPAL|GPLIN_000946600	GROS|GROS_g02722.t1
PPN12445	GPAL|GPLIN_000949300	GROS|GROS_g12986.t1
PPN12444	GPAL|GPLIN_000949200	GROS|GROS_g12987.t1
PPN12447	GPAL|GPLIN_000951400	GROS|GROS_g00619.t1
PPN12449	GPAL|GPLIN_000953300	GROS|GROS_g02959.t1
PPN03894	GPAL|GPLIN_000997100	GROS|GROS_g11957.t1
PPN03895	GPAL|GPLIN_000605000	GROS|GROS_g05734.t1
PPN03896	GPAL|GPLIN_000412100	GROS|GROS_g02925.t1
PPN03897	GPAL|GPLIN_001373600	GROS|GROS_g05583.t1
PPN03890	GPAL|GPLIN_000406700	GROS|GROS_g11771.t1
PPN03891	GPAL|GPLIN_000598800	GROS|GROS_g13398.t1
PPN03892	GPAL|GPLIN_000173100	GROS|GROS_g10241.t1
PPN03893	GPAL|GPLIN_000974700	GROS|GROS_g06052.t1
PPN12324	GPAL|GPLIN_000848000	GROS|GROS_g01178.t1
PPN12325	GPAL|GPLIN_000848500	GROS|GROS_g08011.t1
PPN12326	GPAL|GPLIN_000849300	GROS|GROS_g09643.t1
PPN12327	GPAL|GPLIN_000849400	GROS|GROS_g09644.t1
PPN03898	GPAL|GPLIN_001201900	GROS|GROS_g09217.t1
PPN03899	GPAL|GPLIN_000097300	GROS|GROS_g07075.t1
PPN12323	GPAL|GPLIN_000847700	GROS|GROS_g14170.t1
PPN08964	GPAL|GPLIN_000138900	GROS|GROS_g07799.t1
PPN12848	GPAL|GPLIN_001318000	GROS|GROS_g10087.t1
PPN12524	GPAL|GPLIN_001007500	GROS|GROS_g13284.t1
PPN01829	GPAL|GPLIN_000469300	GROS|GROS_g04573.t1
PPN01793	GPAL|GPLIN_000723500	GROS|GROS_g08371.t1
PPN08621	GPAL|GPLIN_000329100	GROS|GROS_g04847.t1
PPN12305	GPAL|GPLIN_000830700	GROS|GROS_g00950.t1
PPN08626	GPAL|GPLIN_000928700	GROS|GROS_g11400.t1
PPN08627	GPAL|GPLIN_000532900	GROS|GROS_g08100.t1
PPN08624	GPAL|GPLIN_000085400	GROS|GROS_g03622.t1
PPN08625	GPAL|GPLIN_000995500	GROS|GROS_g00054.t1
PPN04675	GPAL|GPLIN_001356400	GROS|GROS_g02754.t1
PPN04674	GPAL|GPLIN_000435100	GROS|GROS_g00878.t1
PPN04677	GPAL|GPLIN_000151100	GROS|GROS_g02137.t1
PPN04676	GPAL|GPLIN_000393200	GROS|GROS_g00898.t1
PPN04671	GPAL|GPLIN_001217200	GROS|GROS_g09609.t1
PPN04670	GPAL|GPLIN_000906900	GROS|GROS_g10643.t1
PPN04673	GPAL|GPLIN_001167500	GROS|GROS_g06096.t1
PPN04672	GPAL|GPLIN_001626900	GROS|GROS_g09626.t1
PPN12265	GPAL|GPLIN_000795600	GROS|GROS_g11391.t1
PPN04678	GPAL|GPLIN_001137600	GROS|GROS_g04820.t1
PPN11787	GPAL|GPLIN_000401800	GROS|GROS_g09177.t1
PPN11785	GPAL|GPLIN_000401000	GROS|GROS_g04485.t1
PPN08559	GPAL|GPLIN_001233900	GROS|GROS_g05410.t1
PPN11782	GPAL|GPLIN_000400000	GROS|GROS_g10390.t1
PPN11781	GPAL|GPLIN_000399800	GROS|GROS_g08217.t1
PPN12818	GPAL|GPLIN_001283000	GROS|GROS_g11170.t1
PPN12819	GPAL|GPLIN_001283100	GROS|GROS_g11166.t1
PPN12816	GPAL|GPLIN_001282000	GROS|GROS_g12083.t1
PPN12817	GPAL|GPLIN_001282900	GROS|GROS_g11172.t1
PPN12814	GPAL|GPLIN_001279200	GROS|GROS_g11007.t1
PPN11780	GPAL|GPLIN_000399700	GROS|GROS_g08216.t1
PPN12812	GPAL|GPLIN_001275900	GROS|GROS_g06387.t1
PPN12813	GPAL|GPLIN_001278400	GROS|GROS_g03338.t1
PPN12810	GPAL|GPLIN_001273700	GROS|GROS_g08470.t1
PPN12811	GPAL|GPLIN_001275000	GROS|GROS_g10898.t1
PPN06123	GPAL|GPLIN_000245900	GROS|GROS_g01593.t1
PPN06122	GPAL|GPLIN_000246000	GROS|GROS_g01595.t1
PPN02853	GPAL|GPLIN_000242000	GROS|GROS_g05479.t1
PPN02852	GPAL|GPLIN_000529200	GROS|GROS_g07871.t1
PPN02850	GPAL|GPLIN_000566600	GROS|GROS_g00944.t1
PPN02857	GPAL|GPLIN_000161900	GROS|GROS_g08114.t1
PPN02856	GPAL|GPLIN_000878600	GROS|GROS_g03851.t1
PPN02855	GPAL|GPLIN_001277700	GROS|GROS_g11050.t1
PPN06127	GPAL|GPLIN_000820600	GROS|GROS_g07005.t1
PPN06126	GPAL|GPLIN_000148600	GROS|GROS_g06292.t1
PPN06125	GPAL|GPLIN_000148700	GROS|GROS_g06293.t1
PPN04752	GPAL|GPLIN_000898700	GROS|GROS_g01357.t1
PPN06124	GPAL|GPLIN_000705400	GROS|GROS_g05164.t1
PPN06129	GPAL|GPLIN_000678200	GROS|GROS_g12590.t1
PPN06128	GPAL|GPLIN_000352400	GROS|GROS_g03656.t1
PPN04753	GPAL|GPLIN_000899000	GROS|GROS_g01360.t1
PPN03535	GPAL|GPLIN_001527600	GROS|GROS_g00716.t1
PPN03530	GPAL|GPLIN_000283200	GROS|GROS_g00485.t1
PPN03538	GPAL|GPLIN_001343000	GROS|GROS_g08561.t1
PPN12764	GPAL|GPLIN_001232100	GROS|GROS_g09167.t1
PPN04751	GPAL|GPLIN_000175600	GROS|GROS_g01855.t1
PPN12762	GPAL|GPLIN_001230700	GROS|GROS_g02318.t1
PPN04756	GPAL|GPLIN_001197200	GROS|GROS_g09012.t1
PPN11236	GPAL|GPLIN_000186100	GROS|GROS_g09580.t1
PPN11235	GPAL|GPLIN_000357900	GROS|GROS_g07320.t1
PPN09168	GPAL|GPLIN_001239000	GROS|GROS_g04000.t1
PPN11231	GPAL|GPLIN_001466000	GROS|GROS_g00663.t1
PPN09169	GPAL|GPLIN_001241200	GROS|GROS_g00403.t1
PPN04757	GPAL|GPLIN_000586200	GROS|GROS_g06214.t1
PPN02668	GPAL|GPLIN_000705500	GROS|GROS_g05163.t1
PPN02660	GPAL|GPLIN_001205000	GROS|GROS_g11598.t1
PPN02661	GPAL|GPLIN_000125500	GROS|GROS_g10944.t1
PPN02662	GPAL|GPLIN_000115500	GROS|GROS_g07886.t1
PPN02663	GPAL|GPLIN_000186900	GROS|GROS_g06855.t1
PPN02664	GPAL|GPLIN_000504300	GROS|GROS_g12433.t1
PPN02665	GPAL|GPLIN_000504400	GROS|GROS_g12435.t1
PPN02666	GPAL|GPLIN_000120400	GROS|GROS_g02407.t1
PPN02667	GPAL|GPLIN_000121400	GROS|GROS_g02417.t1
PPN01009	GPAL|GPLIN_001331900	GROS|GROS_g00044.t1
PPN01008	GPAL|GPLIN_000780700	GROS|GROS_g00015.t1
PPN01005	GPAL|GPLIN_001457500	GROS|GROS_g05016.t1
PPN01004	GPAL|GPLIN_001369400	GROS|GROS_g04589.t1
PPN01000	GPAL|GPLIN_000261700	GROS|GROS_g06020.t1
PPN01002	GPAL|GPLIN_000917100	GROS|GROS_g11079.t1
PPN08954	GPAL|GPLIN_000096400	GROS|GROS_g05216.t1
PPN12246	GPAL|GPLIN_000779400	GROS|GROS_g04774.t1
PPN08950	GPAL|GPLIN_000080300	GROS|GROS_g03580.t1
PPN08951	GPAL|GPLIN_000090200	GROS|GROS_g01698.t1
PPN03955	GPAL|GPLIN_000287100	GROS|GROS_g08413.t1
PPN03954	GPAL|GPLIN_000780900	GROS|GROS_g00012.t1
PPN03957	GPAL|GPLIN_000373500	GROS|GROS_g02845.t1
PPN03951	GPAL|GPLIN_001327700	GROS|GROS_g03856.t1
PPN03950	GPAL|GPLIN_000279200	GROS|GROS_g00692.t1
PPN03953	GPAL|GPLIN_000251700	GROS|GROS_g03141.t1
PPN03952	GPAL|GPLIN_000276900	GROS|GROS_g08518.t1
PPN08953	GPAL|GPLIN_000096300	GROS|GROS_g09664.t1
PPN03959	GPAL|GPLIN_000541600	GROS|GROS_g00193.t1
PPN03958	GPAL|GPLIN_001137000	GROS|GROS_g06892.t1
PPN12245	GPAL|GPLIN_000779300	GROS|GROS_g07345.t1
PPN08983	GPAL|GPLIN_000230800	GROS|GROS_g08690.t1
PPN08982	GPAL|GPLIN_000229000	GROS|GROS_g01691.t1
PPN08981	GPAL|GPLIN_000212900	GROS|GROS_g01222.t1
PPN08980	GPAL|GPLIN_000212000	GROS|GROS_g01229.t1
PPN08987	GPAL|GPLIN_000258500	GROS|GROS_g05091.t1
PPN08986	GPAL|GPLIN_000250100	GROS|GROS_g03156.t1
PPN08985	GPAL|GPLIN_000243000	GROS|GROS_g10281.t1
PPN08984	GPAL|GPLIN_000236700	GROS|GROS_g13087.t1
PPN08989	GPAL|GPLIN_000265600	GROS|GROS_g02371.t1
PPN08988	GPAL|GPLIN_000265500	GROS|GROS_g02370.t1
PPN12244	GPAL|GPLIN_000779200	GROS|GROS_g07338.t1
PPN12308	GPAL|GPLIN_000832500	GROS|GROS_g08306.t1
PPN12243	GPAL|GPLIN_000778700	GROS|GROS_g07336.t1
PPN00759	GPAL|GPLIN_001275600	GROS|GROS_g12462.t1
PPN00755	GPAL|GPLIN_001213900	GROS|GROS_g05433.t1
PPN00752	GPAL|GPLIN_001145300	GROS|GROS_g10986.t1
PPN00753	GPAL|GPLIN_000840900	GROS|GROS_g09947.t1
PPN00750	GPAL|GPLIN_000709100	GROS|GROS_g00855.t1
PPN12196	GPAL|GPLIN_000740900	GROS|GROS_g05681.t1
PPN12241	GPAL|GPLIN_000778500	GROS|GROS_g07326.t1
PPN12240	GPAL|GPLIN_000778000	GROS|GROS_g07330.t1
PPN06527	GPAL|GPLIN_001294300	GROS|GROS_g10650.t1
PPN04109	GPAL|GPLIN_000981400	GROS|GROS_g04420.t1
PPN04108	GPAL|GPLIN_001308700	GROS|GROS_g07119.t1
PPN04107	GPAL|GPLIN_001016100	GROS|GROS_g10830.t1
PPN07024	GPAL|GPLIN_000796100	GROS|GROS_g11955.t1
PPN04104	GPAL|GPLIN_001457400	GROS|GROS_g09702.t1
PPN04103	GPAL|GPLIN_000145300	GROS|GROS_g04248.t1
PPN04102	GPAL|GPLIN_000758700	GROS|GROS_g07291.t1
PPN04101	GPAL|GPLIN_001416200	GROS|GROS_g04074.t1
PPN04100	GPAL|GPLIN_000536500	GROS|GROS_g01587.t1
PPN01588	GPAL|GPLIN_001172500	GROS|GROS_g06336.t1
PPN01581	GPAL|GPLIN_000937400	GROS|GROS_g00653.t1
PPN01582	GPAL|GPLIN_000575700	GROS|GROS_g00181.t1
PPN01583	GPAL|GPLIN_000002000	GROS|GROS_g02772.t1
PPN01584	GPAL|GPLIN_000442800	GROS|GROS_g05537.t1
PPN01587	GPAL|GPLIN_001415700	GROS|GROS_g04766.t1
PPN11571	GPAL|GPLIN_000222800	GROS|GROS_g04812.t1
PPN00983	GPAL|GPLIN_001528700	GROS|GROS_g06213.t1
PPN00981	GPAL|GPLIN_000273600	GROS|GROS_g09655.t1
PPN00986	GPAL|GPLIN_000573100	GROS|GROS_g00151.t1
PPN00985	GPAL|GPLIN_000564900	GROS|GROS_g12895.t1
PPN11575	GPAL|GPLIN_000228700	GROS|GROS_g01696.t1
PPN03322	GPAL|GPLIN_000355100	GROS|GROS_g05843.t1
PPN03323	GPAL|GPLIN_000355700	GROS|GROS_g13645.t1
PPN03320	GPAL|GPLIN_000443100	GROS|GROS_g03308.t1
PPN03327	GPAL|GPLIN_000117000	GROS|GROS_g06132.t1
PPN03324	GPAL|GPLIN_000356100	GROS|GROS_g05856.t1
PPN06758	GPAL|GPLIN_000286100	GROS|GROS_g08423.t1
PPN03329	GPAL|GPLIN_000339900	GROS|GROS_g07760.t1
PPN04538	GPAL|GPLIN_000223000	GROS|GROS_g04810.t1
PPN04539	GPAL|GPLIN_000146600	GROS|GROS_g04230.t1
PPN04536	GPAL|GPLIN_000265200	GROS|GROS_g08571.t1
PPN04537	GPAL|GPLIN_000373200	GROS|GROS_g02842.t1
PPN04534	GPAL|GPLIN_000364800	GROS|GROS_g03263.t1
PPN04535	GPAL|GPLIN_000622200	GROS|GROS_g01889.t1
PPN04532	GPAL|GPLIN_000878700	GROS|GROS_g03849.t1
PPN04533	GPAL|GPLIN_001020000	GROS|GROS_g11672.t1
PPN04530	GPAL|GPLIN_001546200	GROS|GROS_g00495.t1
PPN04531	GPAL|GPLIN_000692300	GROS|GROS_g02034.t1
PPN07112	GPAL|GPLIN_001424700	GROS|GROS_g11678.t1
PPN11422	GPAL|GPLIN_000095700	GROS|GROS_g04943.t1
PPN11423	GPAL|GPLIN_000096200	GROS|GROS_g09666.t1
PPN11420	GPAL|GPLIN_000092900	GROS|GROS_g07360.t1
PPN11421	GPAL|GPLIN_000094600	GROS|GROS_g06634.t1
PPN11426	GPAL|GPLIN_000105600	GROS|GROS_g05087.t1
PPN11427	GPAL|GPLIN_000105900	GROS|GROS_g05084.t1
PPN11424	GPAL|GPLIN_000097800	GROS|GROS_g07069.t1
PPN11425	GPAL|GPLIN_000098600	GROS|GROS_g07058.t1
PPN11938	GPAL|GPLIN_000532400	GROS|GROS_g07703.t1
PPN11939	GPAL|GPLIN_000535100	GROS|GROS_g04925.t1
PPN11428	GPAL|GPLIN_000106000	GROS|GROS_g05083.t1
PPN11429	GPAL|GPLIN_000106600	GROS|GROS_g05075.t1
PPN06073	GPAL|GPLIN_001125600	GROS|GROS_g12243.t1
PPN12778	GPAL|GPLIN_001243600	GROS|GROS_g11606.t1
PPN02053	GPAL|GPLIN_000877800	GROS|GROS_g02904.t1
PPN02052	GPAL|GPLIN_000877700	GROS|GROS_g02903.t1
PPN02051	GPAL|GPLIN_000876800	GROS|GROS_g02882.t1
PPN02050	GPAL|GPLIN_000876900	GROS|GROS_g02880.t1
PPN02057	GPAL|GPLIN_000232500	GROS|GROS_g04086.t1
PPN02056	GPAL|GPLIN_000876300	GROS|GROS_g02890.t1
PPN02055	GPAL|GPLIN_000875900	GROS|GROS_g02894.t1
PPN02054	GPAL|GPLIN_000875800	GROS|GROS_g02895.t1
PPN02059	GPAL|GPLIN_000232600	GROS|GROS_g04087.t1
PPN02058	GPAL|GPLIN_001273500	GROS|GROS_g04092.t1
PPN09009	GPAL|GPLIN_000449200	GROS|GROS_g09352.t1
PPN09008	GPAL|GPLIN_000444800	GROS|GROS_g05356.t1
PPN11688	GPAL|GPLIN_000331900	GROS|GROS_g12481.t1
PPN11689	GPAL|GPLIN_000332000	GROS|GROS_g12663.t1
PPN00563	GPAL|GPLIN_000072000	GROS|GROS_g02238.t1
PPN00565	GPAL|GPLIN_000034700	GROS|GROS_g06158.t1
PPN06974	GPAL|GPLIN_000483800	GROS|GROS_g09712.t1
PPN06975	GPAL|GPLIN_000488000	GROS|GROS_g08185.t1
PPN06976	GPAL|GPLIN_000489600	GROS|GROS_g00240.t1
PPN06977	GPAL|GPLIN_000491000	GROS|GROS_g00252.t1
PPN06970	GPAL|GPLIN_000462700	GROS|GROS_g11434.t1
PPN06971	GPAL|GPLIN_000467000	GROS|GROS_g12846.t1
PPN06972	GPAL|GPLIN_000475700	GROS|GROS_g02588.t1
PPN06973	GPAL|GPLIN_000482500	GROS|GROS_g11113.t1
PPN06978	GPAL|GPLIN_000491600	GROS|GROS_g00258.t1
PPN06979	GPAL|GPLIN_000498600	GROS|GROS_g05464.t1
PPN02589	GPAL|GPLIN_000249600	GROS|GROS_g03159.t1
PPN02588	GPAL|GPLIN_000002400	GROS|GROS_g02768.t1
PPN02581	GPAL|GPLIN_001240600	GROS|GROS_g07099.t1
PPN02580	GPAL|GPLIN_000717400	GROS|GROS_g09061.t1
PPN02583	GPAL|GPLIN_001151800	GROS|GROS_g11259.t1
PPN02582	GPAL|GPLIN_001240200	GROS|GROS_g07096.t1
PPN02584	GPAL|GPLIN_001014600	GROS|GROS_g01118.t1
PPN02587	GPAL|GPLIN_000002700	GROS|GROS_g02764.t1
PPN02586	GPAL|GPLIN_001142000	GROS|GROS_g10052.t1
PPN02277	GPAL|GPLIN_001408400	GROS|GROS_g04165.t1
PPN02276	GPAL|GPLIN_000993000	GROS|GROS_g05188.t1
PPN02275	GPAL|GPLIN_000992200	GROS|GROS_g05196.t1
PPN02273	GPAL|GPLIN_000633200	GROS|GROS_g07176.t1
PPN02272	GPAL|GPLIN_000633300	GROS|GROS_g07174.t1
PPN02279	GPAL|GPLIN_000949500	GROS|GROS_g06446.t1
PPN02278	GPAL|GPLIN_000053700	GROS|GROS_g03443.t1
PPN11977	GPAL|GPLIN_000560000	GROS|GROS_g06279.t1
PPN00699	GPAL|GPLIN_001270200	GROS|GROS_g00573.t1
PPN00696	GPAL|GPLIN_000949400	GROS|GROS_g06445.t1
PPN06400	GPAL|GPLIN_001242200	GROS|GROS_g04782.t1
PPN12609	GPAL|GPLIN_001093400	GROS|GROS_g00815.t1
PPN06401	GPAL|GPLIN_001263200	GROS|GROS_g12559.t1
PPN12424	GPAL|GPLIN_000933000	GROS|GROS_g05964.t1
PPN12301	GPAL|GPLIN_000829400	GROS|GROS_g09188.t1
PPN12306	GPAL|GPLIN_000830800	GROS|GROS_g00948.t1
PPN06402	GPAL|GPLIN_001165200	GROS|GROS_g08523.t1
PPN01551	GPAL|GPLIN_000492000	GROS|GROS_g00262.t1
PPN05728	GPAL|GPLIN_000550300	GROS|GROS_g07706.t1
PPN05729	GPAL|GPLIN_001357700	GROS|GROS_g07272.t1
PPN06403	GPAL|GPLIN_000128000	GROS|GROS_g04963.t1
PPN11715	GPAL|GPLIN_000348600	GROS|GROS_g07150.t1
PPN11717	GPAL|GPLIN_000349000	GROS|GROS_g07154.t1
PPN01779	GPAL|GPLIN_000247900	GROS|GROS_g03172.t1
PPN12507	GPAL|GPLIN_000991400	GROS|GROS_g05206.t1
PPN12500	GPAL|GPLIN_000984600	GROS|GROS_g08327.t1
PPN12501	GPAL|GPLIN_000986300	GROS|GROS_g06318.t1
PPN12502	GPAL|GPLIN_000987000	GROS|GROS_g14304.t1
PPN12503	GPAL|GPLIN_000988600	GROS|GROS_g11060.t1
PPN12874	GPAL|GPLIN_001342700	GROS|GROS_g01011.t1
PPN12875	GPAL|GPLIN_001345100	GROS|GROS_g09639.t1
PPN12876	GPAL|GPLIN_001345600	GROS|GROS_g13403.t1
PPN12877	GPAL|GPLIN_001346200	GROS|GROS_g09206.t1
PPN12870	GPAL|GPLIN_001340100	GROS|GROS_g03503.t1
