PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709
PPN03975	GPAL|GPLIN_000992600	GROS|GROS_g05192
PPN03691	GPAL|GPLIN_000551300	GROS|GROS_g05325
PPN03973	GPAL|GPLIN_001027000	GROS|GROS_g00225
PPN03971	GPAL|GPLIN_001307600	GROS|GROS_g05263
PPN03970	GPAL|GPLIN_000656600	GROS|GROS_g01756
PPN12755	GPAL|GPLIN_001222300	GROS|GROS_g07906
PPN12754	GPAL|GPLIN_001221700	GROS|GROS_g05709
PPN12757	GPAL|GPLIN_001223700	GROS|GROS_g06162
PPN00971	GPAL|GPLIN_000176800	GROS|GROS_g01948
PPN12751	GPAL|GPLIN_001218000	GROS|GROS_g10406
PPN12750	GPAL|GPLIN_001217900	GROS|GROS_g13206
PPN12753	GPAL|GPLIN_001219400	GROS|GROS_g14231
PPN12752	GPAL|GPLIN_001218900	GROS|GROS_g07579
PPN06407	GPAL|GPLIN_001083900	GROS|GROS_g11798
PPN12759	GPAL|GPLIN_001225800	GROS|GROS_g01311
PPN12758	GPAL|GPLIN_001224600	GROS|GROS_g07850
PPN00977	GPAL|GPLIN_000989200	GROS|GROS_g01746
PPN06503	GPAL|GPLIN_001573200	GROS|GROS_g05260
PPN08969	GPAL|GPLIN_000148400	GROS|GROS_g06289
PPN08965	GPAL|GPLIN_000143500	GROS|GROS_g11845
PPN06408	GPAL|GPLIN_001434000	GROS|GROS_g12948
PPN08967	GPAL|GPLIN_000147200	GROS|GROS_g04224
PPN05887	GPAL|GPLIN_000104900	GROS|GROS_g01234
PPN08963	GPAL|GPLIN_000130800	GROS|GROS_g05866
PPN06502	GPAL|GPLIN_001475400	GROS|GROS_g12934
PPN06881	GPAL|GPLIN_000687400	GROS|GROS_g12098
PPN08706	GPAL|GPLIN_000190000	GROS|GROS_g00329
PPN12597	GPAL|GPLIN_001075500	GROS|GROS_g01583
PPN12596	GPAL|GPLIN_001073700	GROS|GROS_g09544
PPN02563	GPAL|GPLIN_000257000	GROS|GROS_g04407
PPN12595	GPAL|GPLIN_001073200	GROS|GROS_g09476
PPN12594	GPAL|GPLIN_001073000	GROS|GROS_g01605
PPN06886	GPAL|GPLIN_000037200	GROS|GROS_g06611
PPN12591	GPAL|GPLIN_001069600	GROS|GROS_g02068
PPN12590	GPAL|GPLIN_001069500	GROS|GROS_g14269
PPN02569	GPAL|GPLIN_000455200	GROS|GROS_g00125
PPN02568	GPAL|GPLIN_000452600	GROS|GROS_g00092
PPN01575	GPAL|GPLIN_000941300	GROS|GROS_g07991
PPN01574	GPAL|GPLIN_001284900	GROS|GROS_g01860
PPN03309	GPAL|GPLIN_000282900	GROS|GROS_g00482
PPN03304	GPAL|GPLIN_000553300	GROS|GROS_g07957
PPN04518	GPAL|GPLIN_000019000	GROS|GROS_g12655
PPN04519	GPAL|GPLIN_000106300	GROS|GROS_g05080
PPN04848	GPAL|GPLIN_001146600	GROS|GROS_g11150
PPN04849	GPAL|GPLIN_001350700	GROS|GROS_g00817
PPN04510	GPAL|GPLIN_000601700	GROS|GROS_g03823
PPN04843	GPAL|GPLIN_000890200	GROS|GROS_g02962
PPN04840	GPAL|GPLIN_000817000	GROS|GROS_g02669
PPN04514	GPAL|GPLIN_000754700	GROS|GROS_g07090
PPN04847	GPAL|GPLIN_001222400	GROS|GROS_g07903
PPN04844	GPAL|GPLIN_000441900	GROS|GROS_g09306
PPN04517	GPAL|GPLIN_000782200	GROS|GROS_g07743
PPN12403	GPAL|GPLIN_000912800	GROS|GROS_g03991
PPN11408	GPAL|GPLIN_000084700	GROS|GROS_g03616
PPN11409	GPAL|GPLIN_000085900	GROS|GROS_g03624
PPN11404	GPAL|GPLIN_000075200	GROS|GROS_g09069
PPN11406	GPAL|GPLIN_000079000	GROS|GROS_g03567
PPN11407	GPAL|GPLIN_000083000	GROS|GROS_g11065
PPN11400	GPAL|GPLIN_000070600	GROS|GROS_g02249
PPN11401	GPAL|GPLIN_000072800	GROS|GROS_g06833
PPN11402	GPAL|GPLIN_000072900	GROS|GROS_g11444
PPN11403	GPAL|GPLIN_000074900	GROS|GROS_g09066
PPN12307	GPAL|GPLIN_000832400	GROS|GROS_g08305
PPN09029	GPAL|GPLIN_000551600	GROS|GROS_g07942
PPN09027	GPAL|GPLIN_000510600	GROS|GROS_g07139
PPN09026	GPAL|GPLIN_000505000	GROS|GROS_g01513
PPN09025	GPAL|GPLIN_000503100	GROS|GROS_g02042
PPN09024	GPAL|GPLIN_000498900	GROS|GROS_g05460
PPN09023	GPAL|GPLIN_000498200	GROS|GROS_g05468
PPN09022	GPAL|GPLIN_000496600	GROS|GROS_g06778
PPN09021	GPAL|GPLIN_000492900	GROS|GROS_g07845
PPN09020	GPAL|GPLIN_000492400	GROS|GROS_g00265
PPN08775	GPAL|GPLIN_001237200	GROS|GROS_g12662
PPN08776	GPAL|GPLIN_000474600	GROS|GROS_g13568
PPN01579	GPAL|GPLIN_000603000	GROS|GROS_g04319
PPN00542	GPAL|GPLIN_000088100	GROS|GROS_g09135
PPN06916	GPAL|GPLIN_000078600	GROS|GROS_g03562
PPN06917	GPAL|GPLIN_000095100	GROS|GROS_g12625
PPN06912	GPAL|GPLIN_000050200	GROS|GROS_g11173
PPN06910	GPAL|GPLIN_000034000	GROS|GROS_g10140
PPN06911	GPAL|GPLIN_000035700	GROS|GROS_g06144
PPN02210	GPAL|GPLIN_000927500	GROS|GROS_g05564
PPN02212	GPAL|GPLIN_000643500	GROS|GROS_g11247
PPN02215	GPAL|GPLIN_000127600	GROS|GROS_g05222
PPN02214	GPAL|GPLIN_000127500	GROS|GROS_g05225
PPN02217	GPAL|GPLIN_000446300	GROS|GROS_g07472
PPN02216	GPAL|GPLIN_000739000	GROS|GROS_g08294
PPN02219	GPAL|GPLIN_001103000	GROS|GROS_g12610
PPN11307	GPAL|GPLIN_000453800	GROS|GROS_g00107
PPN12441	GPAL|GPLIN_000946500	GROS|GROS_g02721
PPN12440	GPAL|GPLIN_000945100	GROS|GROS_g09993
PPN12443	GPAL|GPLIN_000948200	GROS|GROS_g13714
PPN12442	GPAL|GPLIN_000946600	GROS|GROS_g02722
PPN12445	GPAL|GPLIN_000949300	GROS|GROS_g12986
PPN12444	GPAL|GPLIN_000949200	GROS|GROS_g12987
PPN12447	GPAL|GPLIN_000951400	GROS|GROS_g00619
PPN12449	GPAL|GPLIN_000953300	GROS|GROS_g02959
PPN03894	GPAL|GPLIN_000997100	GROS|GROS_g11957
PPN03895	GPAL|GPLIN_000605000	GROS|GROS_g05734
PPN03896	GPAL|GPLIN_000412100	GROS|GROS_g02925
PPN03897	GPAL|GPLIN_001373600	GROS|GROS_g05583
PPN03890	GPAL|GPLIN_000406700	GROS|GROS_g11771
PPN03891	GPAL|GPLIN_000598800	GROS|GROS_g13398
PPN03892	GPAL|GPLIN_000173100	GROS|GROS_g10241
PPN03893	GPAL|GPLIN_000974700	GROS|GROS_g06052
PPN12324	GPAL|GPLIN_000848000	GROS|GROS_g01178
PPN12325	GPAL|GPLIN_000848500	GROS|GROS_g08011
PPN12326	GPAL|GPLIN_000849300	GROS|GROS_g09643
PPN12327	GPAL|GPLIN_000849400	GROS|GROS_g09644
PPN03898	GPAL|GPLIN_001201900	GROS|GROS_g09217
PPN03899	GPAL|GPLIN_000097300	GROS|GROS_g07075
PPN12323	GPAL|GPLIN_000847700	GROS|GROS_g14170
PPN08964	GPAL|GPLIN_000138900	GROS|GROS_g07799
PPN12848	GPAL|GPLIN_001318000	GROS|GROS_g10087
PPN12524	GPAL|GPLIN_001007500	GROS|GROS_g13284
PPN01829	GPAL|GPLIN_000469300	GROS|GROS_g04573
PPN01793	GPAL|GPLIN_000723500	GROS|GROS_g08371
PPN08621	GPAL|GPLIN_000329100	GROS|GROS_g04847
PPN12305	GPAL|GPLIN_000830700	GROS|GROS_g00950
PPN08626	GPAL|GPLIN_000928700	GROS|GROS_g11400
PPN08627	GPAL|GPLIN_000532900	GROS|GROS_g08100
PPN08624	GPAL|GPLIN_000085400	GROS|GROS_g03622
PPN08625	GPAL|GPLIN_000995500	GROS|GROS_g00054
PPN04675	GPAL|GPLIN_001356400	GROS|GROS_g02754
PPN04674	GPAL|GPLIN_000435100	GROS|GROS_g00878
PPN04677	GPAL|GPLIN_000151100	GROS|GROS_g02137
PPN04676	GPAL|GPLIN_000393200	GROS|GROS_g00898
PPN04671	GPAL|GPLIN_001217200	GROS|GROS_g09609
PPN04670	GPAL|GPLIN_000906900	GROS|GROS_g10643
PPN04673	GPAL|GPLIN_001167500	GROS|GROS_g06096
PPN04672	GPAL|GPLIN_001626900	GROS|GROS_g09626
PPN12265	GPAL|GPLIN_000795600	GROS|GROS_g11391
PPN04678	GPAL|GPLIN_001137600	GROS|GROS_g04820
PPN11787	GPAL|GPLIN_000401800	GROS|GROS_g09177
PPN11785	GPAL|GPLIN_000401000	GROS|GROS_g04485
PPN08559	GPAL|GPLIN_001233900	GROS|GROS_g05410
PPN11782	GPAL|GPLIN_000400000	GROS|GROS_g10390
PPN11781	GPAL|GPLIN_000399800	GROS|GROS_g08217
PPN12818	GPAL|GPLIN_001283000	GROS|GROS_g11170
PPN12819	GPAL|GPLIN_001283100	GROS|GROS_g11166
PPN12816	GPAL|GPLIN_001282000	GROS|GROS_g12083
PPN12817	GPAL|GPLIN_001282900	GROS|GROS_g11172
PPN12814	GPAL|GPLIN_001279200	GROS|GROS_g11007
PPN11780	GPAL|GPLIN_000399700	GROS|GROS_g08216
PPN12812	GPAL|GPLIN_001275900	GROS|GROS_g06387
PPN12813	GPAL|GPLIN_001278400	GROS|GROS_g03338
PPN12810	GPAL|GPLIN_001273700	GROS|GROS_g08470
PPN12811	GPAL|GPLIN_001275000	GROS|GROS_g10898
PPN06123	GPAL|GPLIN_000245900	GROS|GROS_g01593
PPN06122	GPAL|GPLIN_000246000	GROS|GROS_g01595
PPN02853	GPAL|GPLIN_000242000	GROS|GROS_g05479
PPN02852	GPAL|GPLIN_000529200	GROS|GROS_g07871
PPN02850	GPAL|GPLIN_000566600	GROS|GROS_g00944
PPN02857	GPAL|GPLIN_000161900	GROS|GROS_g08114
PPN02856	GPAL|GPLIN_000878600	GROS|GROS_g03851
PPN02855	GPAL|GPLIN_001277700	GROS|GROS_g11050
PPN06127	GPAL|GPLIN_000820600	GROS|GROS_g07005
PPN06126	GPAL|GPLIN_000148600	GROS|GROS_g06292
PPN06125	GPAL|GPLIN_000148700	GROS|GROS_g06293
PPN04752	GPAL|GPLIN_000898700	GROS|GROS_g01357
PPN06124	GPAL|GPLIN_000705400	GROS|GROS_g05164
PPN06129	GPAL|GPLIN_000678200	GROS|GROS_g12590
PPN06128	GPAL|GPLIN_000352400	GROS|GROS_g03656
PPN04753	GPAL|GPLIN_000899000	GROS|GROS_g01360
PPN03535	GPAL|GPLIN_001527600	GROS|GROS_g00716
PPN03530	GPAL|GPLIN_000283200	GROS|GROS_g00485
PPN03538	GPAL|GPLIN_001343000	GROS|GROS_g08561
PPN12764	GPAL|GPLIN_001232100	GROS|GROS_g09167
PPN04751	GPAL|GPLIN_000175600	GROS|GROS_g01855
PPN12762	GPAL|GPLIN_001230700	GROS|GROS_g02318
PPN04756	GPAL|GPLIN_001197200	GROS|GROS_g09012
PPN11236	GPAL|GPLIN_000186100	GROS|GROS_g09580
PPN11235	GPAL|GPLIN_000357900	GROS|GROS_g07320
PPN09168	GPAL|GPLIN_001239000	GROS|GROS_g04000
PPN11231	GPAL|GPLIN_001466000	GROS|GROS_g00663
PPN09169	GPAL|GPLIN_001241200	GROS|GROS_g00403
PPN04757	GPAL|GPLIN_000586200	GROS|GROS_g06214
PPN02668	GPAL|GPLIN_000705500	GROS|GROS_g05163
PPN02660	GPAL|GPLIN_001205000	GROS|GROS_g11598
PPN02661	GPAL|GPLIN_000125500	GROS|GROS_g10944
PPN02662	GPAL|GPLIN_000115500	GROS|GROS_g07886
PPN02663	GPAL|GPLIN_000186900	GROS|GROS_g06855
PPN02664	GPAL|GPLIN_000504300	GROS|GROS_g12433
PPN02665	GPAL|GPLIN_000504400	GROS|GROS_g12435
PPN02666	GPAL|GPLIN_000120400	GROS|GROS_g02407
PPN02667	GPAL|GPLIN_000121400	GROS|GROS_g02417
PPN01009	GPAL|GPLIN_001331900	GROS|GROS_g00044
PPN01008	GPAL|GPLIN_000780700	GROS|GROS_g00015
PPN01005	GPAL|GPLIN_001457500	GROS|GROS_g05016
PPN01004	GPAL|GPLIN_001369400	GROS|GROS_g04589
PPN01000	GPAL|GPLIN_000261700	GROS|GROS_g06020
PPN01002	GPAL|GPLIN_000917100	GROS|GROS_g11079
PPN08954	GPAL|GPLIN_000096400	GROS|GROS_g05216
PPN12246	GPAL|GPLIN_000779400	GROS|GROS_g04774
PPN08950	GPAL|GPLIN_000080300	GROS|GROS_g03580
PPN08951	GPAL|GPLIN_000090200	GROS|GROS_g01698
PPN03955	GPAL|GPLIN_000287100	GROS|GROS_g08413
PPN03954	GPAL|GPLIN_000780900	GROS|GROS_g00012
PPN03957	GPAL|GPLIN_000373500	GROS|GROS_g02845
PPN03951	GPAL|GPLIN_001327700	GROS|GROS_g03856
PPN03950	GPAL|GPLIN_000279200	GROS|GROS_g00692
PPN03953	GPAL|GPLIN_000251700	GROS|GROS_g03141
PPN03952	GPAL|GPLIN_000276900	GROS|GROS_g08518
PPN08953	GPAL|GPLIN_000096300	GROS|GROS_g09664
PPN03959	GPAL|GPLIN_000541600	GROS|GROS_g00193
PPN03958	GPAL|GPLIN_001137000	GROS|GROS_g06892
PPN12245	GPAL|GPLIN_000779300	GROS|GROS_g07345
PPN08983	GPAL|GPLIN_000230800	GROS|GROS_g08690
PPN08982	GPAL|GPLIN_000229000	GROS|GROS_g01691
PPN08981	GPAL|GPLIN_000212900	GROS|GROS_g01222
PPN08980	GPAL|GPLIN_000212000	GROS|GROS_g01229
PPN08987	GPAL|GPLIN_000258500	GROS|GROS_g05091
PPN08986	GPAL|GPLIN_000250100	GROS|GROS_g03156
PPN08985	GPAL|GPLIN_000243000	GROS|GROS_g10281
PPN08984	GPAL|GPLIN_000236700	GROS|GROS_g13087
PPN08989	GPAL|GPLIN_000265600	GROS|GROS_g02371
PPN08988	GPAL|GPLIN_000265500	GROS|GROS_g02370
PPN12244	GPAL|GPLIN_000779200	GROS|GROS_g07338
PPN12308	GPAL|GPLIN_000832500	GROS|GROS_g08306
PPN12243	GPAL|GPLIN_000778700	GROS|GROS_g07336
PPN00759	GPAL|GPLIN_001275600	GROS|GROS_g12462
PPN00755	GPAL|GPLIN_001213900	GROS|GROS_g05433
PPN00752	GPAL|GPLIN_001145300	GROS|GROS_g10986
PPN00753	GPAL|GPLIN_000840900	GROS|GROS_g09947
PPN00750	GPAL|GPLIN_000709100	GROS|GROS_g00855
PPN12196	GPAL|GPLIN_000740900	GROS|GROS_g05681
PPN12241	GPAL|GPLIN_000778500	GROS|GROS_g07326
PPN12240	GPAL|GPLIN_000778000	GROS|GROS_g07330
PPN06527	GPAL|GPLIN_001294300	GROS|GROS_g10650
PPN04109	GPAL|GPLIN_000981400	GROS|GROS_g04420
PPN04108	GPAL|GPLIN_001308700	GROS|GROS_g07119
PPN04107	GPAL|GPLIN_001016100	GROS|GROS_g10830
PPN07024	GPAL|GPLIN_000796100	GROS|GROS_g11955
PPN04104	GPAL|GPLIN_001457400	GROS|GROS_g09702
PPN04103	GPAL|GPLIN_000145300	GROS|GROS_g04248
PPN04102	GPAL|GPLIN_000758700	GROS|GROS_g07291
PPN04101	GPAL|GPLIN_001416200	GROS|GROS_g04074
PPN04100	GPAL|GPLIN_000536500	GROS|GROS_g01587
PPN01588	GPAL|GPLIN_001172500	GROS|GROS_g06336
PPN01581	GPAL|GPLIN_000937400	GROS|GROS_g00653
PPN01582	GPAL|GPLIN_000575700	GROS|GROS_g00181
PPN01583	GPAL|GPLIN_000002000	GROS|GROS_g02772
PPN01584	GPAL|GPLIN_000442800	GROS|GROS_g05537
PPN01587	GPAL|GPLIN_001415700	GROS|GROS_g04766
PPN11571	GPAL|GPLIN_000222800	GROS|GROS_g04812
PPN00983	GPAL|GPLIN_001528700	GROS|GROS_g06213
PPN00981	GPAL|GPLIN_000273600	GROS|GROS_g09655
PPN00986	GPAL|GPLIN_000573100	GROS|GROS_g00151
PPN00985	GPAL|GPLIN_000564900	GROS|GROS_g12895
PPN11575	GPAL|GPLIN_000228700	GROS|GROS_g01696
PPN03322	GPAL|GPLIN_000355100	GROS|GROS_g05843
PPN03323	GPAL|GPLIN_000355700	GROS|GROS_g13645
PPN03320	GPAL|GPLIN_000443100	GROS|GROS_g03308
PPN03327	GPAL|GPLIN_000117000	GROS|GROS_g06132
PPN03324	GPAL|GPLIN_000356100	GROS|GROS_g05856
PPN06758	GPAL|GPLIN_000286100	GROS|GROS_g08423
PPN03329	GPAL|GPLIN_000339900	GROS|GROS_g07760
PPN04538	GPAL|GPLIN_000223000	GROS|GROS_g04810
PPN04539	GPAL|GPLIN_000146600	GROS|GROS_g04230
PPN04536	GPAL|GPLIN_000265200	GROS|GROS_g08571
PPN04537	GPAL|GPLIN_000373200	GROS|GROS_g02842
PPN04534	GPAL|GPLIN_000364800	GROS|GROS_g03263
PPN04535	GPAL|GPLIN_000622200	GROS|GROS_g01889
PPN04532	GPAL|GPLIN_000878700	GROS|GROS_g03849
PPN04533	GPAL|GPLIN_001020000	GROS|GROS_g11672
PPN04530	GPAL|GPLIN_001546200	GROS|GROS_g00495
PPN04531	GPAL|GPLIN_000692300	GROS|GROS_g02034
PPN07112	GPAL|GPLIN_001424700	GROS|GROS_g11678
PPN11422	GPAL|GPLIN_000095700	GROS|GROS_g04943
PPN11423	GPAL|GPLIN_000096200	GROS|GROS_g09666
PPN11420	GPAL|GPLIN_000092900	GROS|GROS_g07360
PPN11421	GPAL|GPLIN_000094600	GROS|GROS_g06634
PPN11426	GPAL|GPLIN_000105600	GROS|GROS_g05087
PPN11427	GPAL|GPLIN_000105900	GROS|GROS_g05084
PPN11424	GPAL|GPLIN_000097800	GROS|GROS_g07069
PPN11425	GPAL|GPLIN_000098600	GROS|GROS_g07058
PPN11938	GPAL|GPLIN_000532400	GROS|GROS_g07703
PPN11939	GPAL|GPLIN_000535100	GROS|GROS_g04925
PPN11428	GPAL|GPLIN_000106000	GROS|GROS_g05083
PPN11429	GPAL|GPLIN_000106600	GROS|GROS_g05075
PPN06073	GPAL|GPLIN_001125600	GROS|GROS_g12243
PPN12778	GPAL|GPLIN_001243600	GROS|GROS_g11606
PPN02053	GPAL|GPLIN_000877800	GROS|GROS_g02904
PPN02052	GPAL|GPLIN_000877700	GROS|GROS_g02903
PPN02051	GPAL|GPLIN_000876800	GROS|GROS_g02882
PPN02050	GPAL|GPLIN_000876900	GROS|GROS_g02880
PPN02057	GPAL|GPLIN_000232500	GROS|GROS_g04086
PPN02056	GPAL|GPLIN_000876300	GROS|GROS_g02890
PPN02055	GPAL|GPLIN_000875900	GROS|GROS_g02894
PPN02054	GPAL|GPLIN_000875800	GROS|GROS_g02895
PPN02059	GPAL|GPLIN_000232600	GROS|GROS_g04087
PPN02058	GPAL|GPLIN_001273500	GROS|GROS_g04092
PPN09009	GPAL|GPLIN_000449200	GROS|GROS_g09352
PPN09008	GPAL|GPLIN_000444800	GROS|GROS_g05356
PPN11688	GPAL|GPLIN_000331900	GROS|GROS_g12481
PPN11689	GPAL|GPLIN_000332000	GROS|GROS_g12663
PPN00563	GPAL|GPLIN_000072000	GROS|GROS_g02238
PPN00565	GPAL|GPLIN_000034700	GROS|GROS_g06158
PPN06974	GPAL|GPLIN_000483800	GROS|GROS_g09712
PPN06975	GPAL|GPLIN_000488000	GROS|GROS_g08185
PPN06976	GPAL|GPLIN_000489600	GROS|GROS_g00240
PPN06977	GPAL|GPLIN_000491000	GROS|GROS_g00252
PPN06970	GPAL|GPLIN_000462700	GROS|GROS_g11434
PPN06971	GPAL|GPLIN_000467000	GROS|GROS_g12846
PPN06972	GPAL|GPLIN_000475700	GROS|GROS_g02588
PPN06973	GPAL|GPLIN_000482500	GROS|GROS_g11113
PPN06978	GPAL|GPLIN_000491600	GROS|GROS_g00258
PPN06979	GPAL|GPLIN_000498600	GROS|GROS_g05464
PPN02589	GPAL|GPLIN_000249600	GROS|GROS_g03159
PPN02588	GPAL|GPLIN_000002400	GROS|GROS_g02768
PPN02581	GPAL|GPLIN_001240600	GROS|GROS_g07099
PPN02580	GPAL|GPLIN_000717400	GROS|GROS_g09061
PPN02583	GPAL|GPLIN_001151800	GROS|GROS_g11259
PPN02582	GPAL|GPLIN_001240200	GROS|GROS_g07096
PPN02584	GPAL|GPLIN_001014600	GROS|GROS_g01118
PPN02587	GPAL|GPLIN_000002700	GROS|GROS_g02764
PPN02586	GPAL|GPLIN_001142000	GROS|GROS_g10052
PPN02277	GPAL|GPLIN_001408400	GROS|GROS_g04165
PPN02276	GPAL|GPLIN_000993000	GROS|GROS_g05188
PPN02275	GPAL|GPLIN_000992200	GROS|GROS_g05196
PPN02273	GPAL|GPLIN_000633200	GROS|GROS_g07176
PPN02272	GPAL|GPLIN_000633300	GROS|GROS_g07174
PPN02279	GPAL|GPLIN_000949500	GROS|GROS_g06446
PPN02278	GPAL|GPLIN_000053700	GROS|GROS_g03443
PPN11977	GPAL|GPLIN_000560000	GROS|GROS_g06279
PPN00699	GPAL|GPLIN_001270200	GROS|GROS_g00573
PPN00696	GPAL|GPLIN_000949400	GROS|GROS_g06445
PPN06400	GPAL|GPLIN_001242200	GROS|GROS_g04782
PPN12609	GPAL|GPLIN_001093400	GROS|GROS_g00815
PPN06401	GPAL|GPLIN_001263200	GROS|GROS_g12559
PPN12424	GPAL|GPLIN_000933000	GROS|GROS_g05964
PPN12301	GPAL|GPLIN_000829400	GROS|GROS_g09188
PPN12306	GPAL|GPLIN_000830800	GROS|GROS_g00948
PPN06402	GPAL|GPLIN_001165200	GROS|GROS_g08523
PPN01551	GPAL|GPLIN_000492000	GROS|GROS_g00262
PPN05728	GPAL|GPLIN_000550300	GROS|GROS_g07706
PPN05729	GPAL|GPLIN_001357700	GROS|GROS_g07272
PPN06403	GPAL|GPLIN_000128000	GROS|GROS_g04963
PPN11715	GPAL|GPLIN_000348600	GROS|GROS_g07150
PPN11717	GPAL|GPLIN_000349000	GROS|GROS_g07154
PPN01779	GPAL|GPLIN_000247900	GROS|GROS_g03172
PPN12507	GPAL|GPLIN_000991400	GROS|GROS_g05206
PPN12500	GPAL|GPLIN_000984600	GROS|GROS_g08327
PPN12501	GPAL|GPLIN_000986300	GROS|GROS_g06318
PPN12502	GPAL|GPLIN_000987000	GROS|GROS_g14304
PPN12503	GPAL|GPLIN_000988600	GROS|GROS_g11060
PPN12874	GPAL|GPLIN_001342700	GROS|GROS_g01011
PPN12875	GPAL|GPLIN_001345100	GROS|GROS_g09639
PPN12876	GPAL|GPLIN_001345600	GROS|GROS_g13403
PPN12877	GPAL|GPLIN_001346200	GROS|GROS_g09206
PPN12870	GPAL|GPLIN_001340100	GROS|GROS_g03503
PPN12871	GPAL|GPLIN_001340400	GROS|GROS_g03507
PPN12872	GPAL|GPLIN_001341100	GROS|GROS_g10562
PPN12873	GPAL|GPLIN_001342600	GROS|GROS_g01009
PPN12878	GPAL|GPLIN_001348600	GROS|GROS_g04480
PPN12879	GPAL|GPLIN_001351100	GROS|GROS_g01312
PPN02870	GPAL|GPLIN_000113900	GROS|GROS_g10910
PPN02872	GPAL|GPLIN_000489500	GROS|GROS_g00239
PPN02875	GPAL|GPLIN_001054600	GROS|GROS_g11811
PPN02874	GPAL|GPLIN_000383600	GROS|GROS_g11469
PPN12504	GPAL|GPLIN_000990100	GROS|GROS_g11646
PPN04438	GPAL|GPLIN_000961100	GROS|GROS_g00928
PPN12864	GPAL|GPLIN_001333800	GROS|GROS_g03513
PPN12505	GPAL|GPLIN_000990800	GROS|GROS_g03183
PPN12506	GPAL|GPLIN_000990900	GROS|GROS_g03184
PPN08439	GPAL|GPLIN_000845800	GROS|GROS_g02989
PPN04506	GPAL|GPLIN_000477200	GROS|GROS_g09047
PPN08438	GPAL|GPLIN_000974000	GROS|GROS_g06041
PPN06026	GPAL|GPLIN_000461700	GROS|GROS_g11421
PPN06024	GPAL|GPLIN_001104500	GROS|GROS_g12131
PPN06022	GPAL|GPLIN_000764300	GROS|GROS_g01025
PPN08347	GPAL|GPLIN_000912000	GROS|GROS_g13734
PPN06023	GPAL|GPLIN_001104400	GROS|GROS_g12130
PPN07102	GPAL|GPLIN_001299200	GROS|GROS_g05818
PPN11749	GPAL|GPLIN_000374700	GROS|GROS_g12748
PPN08346	GPAL|GPLIN_000450000	GROS|GROS_g09337
PPN04473	GPAL|GPLIN_000127800	GROS|GROS_g05218
PPN06020	GPAL|GPLIN_001016200	GROS|GROS_g10831
PPN07103	GPAL|GPLIN_001307100	GROS|GROS_g01038
PPN11217	GPAL|GPLIN_001232500	GROS|GROS_g09164
PPN06021	GPAL|GPLIN_000107300	GROS|GROS_g05067
PPN07100	GPAL|GPLIN_001288700	GROS|GROS_g03305
PPN08340	GPAL|GPLIN_001260200	GROS|GROS_g11944
PPN07101	GPAL|GPLIN_001298300	GROS|GROS_g07846
PPN07106	GPAL|GPLIN_001353700	GROS|GROS_g02737
PPN07107	GPAL|GPLIN_001377400	GROS|GROS_g11686
PPN07104	GPAL|GPLIN_001316600	GROS|GROS_g09705
PPN07105	GPAL|GPLIN_001349400	GROS|GROS_g09381
PPN03049	GPAL|GPLIN_000640500	GROS|GROS_g08501
PPN03515	GPAL|GPLIN_001040000	GROS|GROS_g08460
PPN03517	GPAL|GPLIN_001010300	GROS|GROS_g12236
PPN03516	GPAL|GPLIN_000998400	GROS|GROS_g07110
PPN03511	GPAL|GPLIN_001127200	GROS|GROS_g12884
PPN03046	GPAL|GPLIN_001269700	GROS|GROS_g03678
PPN03045	GPAL|GPLIN_000895500	GROS|GROS_g12109
PPN06213	GPAL|GPLIN_000583900	GROS|GROS_g10822
PPN02646	GPAL|GPLIN_000685800	GROS|GROS_g12809
PPN02647	GPAL|GPLIN_001213700	GROS|GROS_g05429
PPN02644	GPAL|GPLIN_000206600	GROS|GROS_g07026
PPN02645	GPAL|GPLIN_001119400	GROS|GROS_g09851
PPN02643	GPAL|GPLIN_000160900	GROS|GROS_g06065
PPN02640	GPAL|GPLIN_000810200	GROS|GROS_g06644
PPN06262	GPAL|GPLIN_001179900	GROS|GROS_g08607
PPN06212	GPAL|GPLIN_000092700	GROS|GROS_g07358
PPN05265	GPAL|GPLIN_000021700	GROS|GROS_g08078
PPN05266	GPAL|GPLIN_000033400	GROS|GROS_g12288
PPN02630	GPAL|GPLIN_000917800	GROS|GROS_g12379
PPN12267	GPAL|GPLIN_000796700	GROS|GROS_g03341
PPN12221	GPAL|GPLIN_000760800	GROS|GROS_g13055
PPN12220	GPAL|GPLIN_000759800	GROS|GROS_g13600
PPN00735	GPAL|GPLIN_000512000	GROS|GROS_g00031
PPN12223	GPAL|GPLIN_000761700	GROS|GROS_g02508
PPN05943	GPAL|GPLIN_000448100	GROS|GROS_g03206
PPN06150	GPAL|GPLIN_000856400	GROS|GROS_g05812
PPN12222	GPAL|GPLIN_000761300	GROS|GROS_g10980
PPN12225	GPAL|GPLIN_000763000	GROS|GROS_g02470
PPN12224	GPAL|GPLIN_000762700	GROS|GROS_g02476
PPN00345	GPAL|GPLIN_001223600	GROS|GROS_g11704
PPN00341	GPAL|GPLIN_001056600	GROS|GROS_g11540
PPN00340	GPAL|GPLIN_001054200	GROS|GROS_g11806
PPN12227	GPAL|GPLIN_000763200	GROS|GROS_g01012
PPN12469	GPAL|GPLIN_000962200	GROS|GROS_g05682
PPN12463	GPAL|GPLIN_000959200	GROS|GROS_g11420
